id|name|desc|category|thumbnail
0A64C871-7C434211-98163DE4-7D8712B5|Discotheque|Dance the night away in this stylish discotheque. Featuring animated disco balls, spotlights and lasers, this vast underground night-club even contains a rythm-action dance mini-game, with a high-score leaderboard. Getting a high score will give you an exclusive reward... Whether you prefer to challenge your friends at the mini-game, party on the animated illuminated dance floor, sit on the stools at the bar, or relax on the comfy armchairs, this is the perfect place to invite your friends.|Scene-Entitlement|L
0AA250D3-05B24899-B256646A-D78D9E8E|Audi Technology Apartment|The Audi Technology Apartment is your reward for configuring and racing your perfect car in the Audi Technology Experience. Inside the apartment you can relax, entertain your friends, or simply admire the view of the city below.|Scene-Entitlement|L
0ABB6079-08A1450F-9BBFC56B-B89AC16A|Secret Peacekeeping Base, Yuma Caf |At a glance it appears to be a tasteful coffee shop, but behind a door in the rear is a secret base for heroes that utilise the most advanced science to battle evil. Well then, lets defend our tranquil planet Earth from the clutches of evil.|Scene-Entitlement|L
0CB218BC-DDC44348-BBF97B0B-9DF1090E|My Private Hideaway|Washed ashore on a solitary island in the south seas. The blazing sun, the quiet ocean, the refreshing breeze, crap. I built a house on top of a cliff and even forgot to go home. You are now able to go to the|Scene-Entitlement|P
0D9584EC-0FC64A01-A7134965-E39748BF|The War Room Clubhouse|The War Room - perfect for clan meetings, socialising and plotting world domination. You and your fellow warmongerers can have your face and commands displayed on large screens throughout this high tech facility.|Scene-Entitlement|L
0E54B445-040D401C-AF083E48-8139E4D4|Japanese Teahouse|A remote mountain location, with abundant vegetation and water. A small teahouse stands past the gate, beyond the garden stepping stones.The confined teahouse built according to the principles of wabi and sabi allows one to draw near to visitors. Spend a brief moment in silence.|Scene-Entitlement|L
0E5D3D72-B67D421A-A626C84B-5237A634|Moonlight Room|When the sun sets, darkness reigns the night and only the magic of the moon lights up the streets. At that precise moment, the Moonlight Room comes to life. Its dark tones and silver trims are full with beauty, class and distinction. This is a shelter for lovers of the night.|Scene-Entitlement|L
0F3C9BF0-FA9C4B3B-A3071A0A-411B0DC7|LOOT s Space Apartment|Enjoy the luxury of the future with this three-story apartment with loft. Experience the expansive views of Earth, space and the LOOT Space Station. Watch jellyfish swim in the two-story aquarium located in the center of the apartment. Relax in the aquatic meditation environment located on the bottom level. This wonderful personal space is also equipped with your own Space Apartment Remote Access (S.A.R.A.). With S.A.R.A. s help you can  View up to 5 different Twitter feeds on a news ticker Choose out of 8 screen locations to view your LOOT EOD Search for photos on FlickR and display them on any or all of the 16 photo screens available throughout the space. Each photo screen even lets you set-up slideshows. S.A.R.A. s also lets you control your environment with retractable ceiling, automated blinds and dynamic lighting options. In space, you couldn t ask for a better friend.|Scene-Entitlement|L
0F51150B-D31C4F40-96B20FEF-AC82FEBD|Acorn Meadows Park Apartment - 1st Birthday.|Join us in in celebrating Acorn Meadows Parks 1st Birthday. Your own little private slice of Acorn Meadows Park, this lakeside garden apartment provides the perfect place to relax and take time away from the main Park without leaving the Acorn Meadows environment. Awarded in the 1st Birthday Acorn Meadows Park after completing all 22 Birthday Challanges.|Scene-Entitlement|L
102DFC5F-2B8C4DCF-BD51BA1B-EA9BE2E5|Acorn Meadows Park Apartment - Winter|Your own little private slice of Acorn Meadows Park, this lakeside garden apartment provides the perfect place to relax and take time away from the main Park without leaving the Acorn Meadows environment.|Scene-Entitlement|L
1095EC78-EE204E80-A07EE02D-D2664E88|TOROs House|A model of the 8-mat room TORO lived in in JapaneseMAINICHI ISSYO. Has a kitchen and bathroom.|Scene-Entitlement|L
110C12A4-3B924418-82BC3C59-F90B14C2|The Sports Bar|Spend time with your friends in this Sports-themed Bar, complete with Darts game. Exclusive to the VEEMEE 3D Printer.|Scene-Entitlement|L
11A90C45-2C6F4968-B102B468-72D4614B|Loco Island|This personal space is your very own tropical island inhabited by LocoRoco characters. The tropical retreat is full of exciting activities. Collect berries that fall from the trees, and communicate with islanders to expand the facilities. Enjoy the Swing, Slide, Jukebox, and games for two players. And the more time you spend on Loco Island, the more vibrant and exciting the paradise becomes. Treat yourself to this fun-filled personal space.|Scene-Entitlement|L
11BFD9EE-F0DD4BAC-A114B216-106678CE|Gothic Cathedral|This ancient abandoned cathedral on the cliff is a sanctuary and a place you call home. From the majestic room, moonlit courtyard, to the massive candlelit hall, you can be the ruler of the night.|Scene-Entitlement|L
11F3AD9E-72174F8B-91705D78-D39048BE|The Jam Jar Clubhouse|The Jam Jar was established in the 1940 s as THE place to go. Discover the opulence and grandeur of this by gone era in a building rescued and restored to its rightful glory. Whether you decide to return it to its full boutique status, use its exquisite detail as a backdrop for a gallery or as the venue of the latest fashion event, The Jam Jar will still prove to be THE place to be seen.|Scene-Entitlement|L
12DD1398-68EB4301-9A7FE3BF-BC551325|Abbey Hill Cottage|In a picturesque setting beside the river, stands the timeless Abbey Hill Cottage. Dating back to the 17th century, this period house was home to the Lord Ronald Phillipson distant cousin to the inventor of the watering can. The cottage now nestles in serenity, amongst stunning scenery, enveloped by a breathtaking countryside scene.|Scene-Entitlement|L
12E77FEB-354F4FFE-AB0684EF-6303485F|City of Flowers Penthouse Window to the World|Make this apartment penthouse in downtown Paris yours, between the Eiffel Tower and the Arc de Triomphe. Your life in the city of flowers, Paris, begins here.|Scene-Entitlement|L
130CC37C-8FBA4D64-A629246F-CF54C524|Nostalgic School Days|Make the first floor of a school building yours, including two classrooms, a shop, and a hallway. The layout of desks, chairs, and other items is up to you. Make your own unique classroom and enjoy school life along with your friends. Be careful not to stay at school until late at night. You never know what might happen...|Scene-Entitlement|L
13CA27D2-243C4F63-BCE0193A-88AAA80A|Nightlife Lounge Apartment|Spend a night out on the town in your very own Nightlife Lounge. Inside, you can wine and dine your guests as they walk down the fashion runway inside. Get cozy and have a drink in the lounge area. Then spend the rest of the night on the lighted dance floor fist pumping to the DJ on the second floor. Are you ready to party?|Scene-Entitlement|L
16609817-77F646D8-878789D7-135196C6|Japanese Apartment|A traditional Japanese apartment. Serene and tranquil.|Scene-Entitlement|L
1662E4E3-4C2846BC-9EF46DE8-A86169B5|Abbey Hill Cottage - Winter Retreat|When winter descends, Abbey Hill takes on a new form of beauty. Revel in the stark white charm of the riverside cottage in the festive season. Escape from the cold in the fireside or explore the gardens to earn the 7 daily rewards on offer. If youre feeling really adventurous, why not go for a skate on the frozen surface of the river?|Scene-Entitlement|L
186BE0D9-22DE4333-A7395829-E9CB3B6A|Red Bull House of Skate|FOR SALE  Red Bull s 10,000 sq ft House of Skate including scenic views of the Hollywood Hills, steamy hot tub and a playable skate game. Flip, grind, and ollie your way through this modern skate haven while earning medals and street cred. Make it your own.|Scene-Entitlement|L
18824AB2-6D524781-9E478811-3C9E7200|The Dream Yacht|Have The Lifestyle You Always Dreamed Of With The Dream Yacht From Figment. Three Decks Of Opulent Living, Two Hot Tubs And More Than 20 Collectable Rewards, Plus An Exclusive Commerce Point Only Available Through The Dream Yacht. Live The Dream.|Scene-Entitlement|L
18F0F0C6-38D24084-BE4DA40F-1EC02165|Luxury Train Apartment|Sometimes you cant spend all day in your apartment as you have to head to important meetings and social events. Take a trip through a scenic environment whilst relaxing with your friends as the world outside passes you by.|Scene-Entitlement|L
1917DB58-A04D42B5-85D08416-CDD2E416|Seasons-themed Room|A Personal Space To Enjoy The Changing Seasons.|Scene-Entitlement|L
191F955B-4BD24508-90A8A889-DAFF792C|A House in Hogsmeade|The only all-wizarding village in Britain, Hogsmeade is situated close to Hogwarts. The Hogwarts Express travels to and from the villages station. Please be aware that only Pottermore furniture can be placed in Pottermore personal apartments and that all chat functions have been disabled. Pottermore furniture can be purchased from the Pottermore shop. #PMExtraCommerce |Scene-Entitlement|L
1A30EAA8-AEAA4233-928A66FD-CBE32880|Demonic Cutteridge Estate|The abysmal darkness will imprison your soul for eternity.|Scene-Entitlement|L
1A485810-8150433B-A0D6BFC6-F4B01942|The London Pub|[Only for those above 18 years old. Please verify that you are 18 years of age or older to purchase.] Located in London, England, the pub comes with its own fantastic darts game and high score tables, working drink pumps and a bunch of hidden surprises and rewards. Cheers.|Scene-Entitlement|L
1B2C4D74-C86949D3-BCC4A238-B0514542|The Complex 2  Clubhouse|This clubhouse, brought to you by nDreams, is based on the Complex 2 apartment. This luxurious cliff-side complex comes with all additional rooms and rewards already unlocked.|Scene-Entitlement|L
1C74781B-CABB4D85-B8244868-FED66129|Meekum Industries Skylab|Meekum Industries Skylab|Scene-Entitlement|L
1CC3FC83-AD55454C-B2A32C67-5D55B95D|Hollywood Hills House Nighttime Estate (with Home Theater)|Gaze upon glistening Los Angeles as Hollywood Hills royalty, in your private mansion above the LA skyline. Features include  Built-in Entertainment On Demand theatre system A swimming feature for the infinity pool. THIS is the spot to entertain your closest friends and clients. Purchase of this estate comes bundled with the LOOT Active Camera and Active Light, so you can film your parties and upload them to YouTube. PLEASE READ  Due to contractual and rights agreements, all content may not be available in all countries. Content availability is dependent on the geolocation of the device. CRACKLE content is only available in US, CA, UK, and AU. RADIOIO is only available in US and CA. Only one LOOT TV or LOOT Radio can be active at a time.|Scene-Entitlement|L
1D021442-7BD7468F-BA141BF9-66FDF589|Infinite Oasis Ranch Clubhouse|The perfect place for a mid-summer retreat, the Infinite Oasis Ranch has it all. From lively cacti and ageless palm trees to panoramic views of the surrounding mountain ridge, this space packs it all. The Infinite Oasis Ranch space is a clubhouse where everyone is invited to join.|Scene-Entitlement|L
1E99D78A-109444AD-95763330-D304BB9C|Darlas Den|This is our gift to you just for visiting The Midway. Admire your prowess on the prize runway, win access to the steamy hot tub, earn your entry into the Big Bang game, purchase a personal arcade shooter, and ultimately entertain Darla in the disco.|Scene-Entitlement|L
1E9A6095-B9B045B9-B61AA895-A0211CFD|Crystal Seashores Clubhouse|Crystal Seashores is a lavish waterfront home meant for those with extravagant lifestyles. A split staircase, open foyer, and backyard swimming pool are just footnotes when compared to the ocean view this home has to offer. The Crystal Seashores space is a clubhouse where everyone is invited to join.|Scene-Entitlement|L
1F06C254-A7E64A30-B6D21BDC-AA465F64|The Dream Yacht|Have the lifestyle you always dreamed of with the Dream Yacht from Figment. Three decks of opulent living, two hot tubs and more than 20 collectable rewards, plus an exclusive commerce point only available through the Dream Yacht. Live the dream.|Scene-Entitlement|L
1F6031AD-BC924534-AA6C070D-F402AB71|Aurora-Champion-Apartment|To reward you for your hard work and dedication to Aurora, we have gifted you this Aurora Champion apartment.|Scene-Entitlement|L
1F80696E-77F141C2-8E0AEEBF-41E0943D|South Island retreat| An isolated island in the South Sea, washed ashore. Shining sun, calm sea, fresh breeze, Oh no. I forgot to go home and built a house on a cliff ... The back door of the log cabin leads to the private garden of the Southern Island Hideaway lounge. This personal space will also have various elements added to it in the future. |Scene-Entitlement|L
1FA691D0-0F0444E1-8406D8F9-701754E7|Dream Forest Paradise Clubhouse|Throw a dance party in the great outdoors, a treetop pot-luck, or a swim party in the natural lagoon, the Dream Forest Paradise Clubhouse has plenty of room for up to 32 of you. As well as the unparalleled natural beauty youll find the usual exquisite architecture youve come to expect from Figment, and unique rewards too. Live the Dream.|Scene-Entitlement|L
1FEAC29F-8B014DF2-9EE260D1-0A68D863|Inferno Apartment|Literally the hottest place to hang out in PlayStation Home. Amongst the fire and brimstone you will make your home, welcome to Hell.|Scene-Entitlement|L
2184D212-54FF4735-81E3EA0D-3CBC4644|Doctor Who TARDIS|TARDIS stands for Time And Relative Dimension In Space. The TARDIS looks like a 1950 s wooden Police Phone Box on the outside, but is of infinite proportions on the inside. Amaze your friends when they discover the wonder of Time Lord technology. Doctor Who logo 2013 and TM BBC. Licensed by BBC WW Ltd.|Scene-Entitlement|L
2192F52B-7E944DC9-9A40F760-F12033E4|Iron Fusion Vault (Male)|Hidden in a top secret location, this Vault is filled with a collection of new suits from Iron Fusion, each with their own individual mechanics. The Iron Fusion Vault holds the secrets to metering out swift justice in PlayStation Home. Upon entering the Iron Fusion Vault, the owner will be awarded Mechjet Epic plus four special suits  Panthabot Bhaltair, Barrin Mech Suit, Mechjet Magnor and Mechsuit Pilot Diablo.|Scene-Entitlement|L
225510C0-B3B64333-8B8C840D-6E1D2FE4|Summer Sunflowers In Bloom|A Personal Space Where You Can Enjoy The Good Old Japanese Summer.|Scene-Entitlement|L
2299E927-A704446A-92F7BBF0-28703E9A|Bowling Apartment SEO|Bowling Apartment SEO|Scene-Entitlement|L
229F3980-C3394E99-B2BCFB15-6EDD4D17|Nightlife Lounge Clubhouse|Spend a night out on the town in your very own Nightlife Lounge. Inside, you can wine and dine your guests as they walk down the fashion runway inside. Get cozy and have a drink in the lounge area. Then spend the rest of the night on the lighted dance floor fist pumping to the DJ on the second floor. Are you ready to party? The Nightlife Lounge is a clubhouse where everyone is invited to join.|Scene-Entitlement|L
22B9041C-510E41C9-B2A9FD1B-F714C14F|Villains Lair|The only place a Super Villain like you can hide is in this volcanic lair. Complete with everything a dastardly leader needs to overthrow the establishment a mini-game of World Domination, an entire village to destroy at your whim, and a laser guarded display area for all your treasures.|Scene-Entitlement|L
237914DD-BF554245-8EDE0BEF-EB9F7F70|Tree House Personal Apartment|A stunning circular treehouse built around the trunk of an ancient tree high up in the mountains. Made of wood and circular in design, there are two levels each offering spectacular views of the waterfalls and mountains outside.|Scene-Entitlement|L
24173B77-ABAA41F0-A6FD488D-745960B5|The Boutique Apartment  Clubhouse|This Clubhouse from nDreams is the perfect place for the suave and sexy socialites of PlayStation Home - based on The Boutique Apartment. This luxury clubhouse comes with all the additional rooms already unlocked.|Scene-Entitlement|L
24A7086F-40CF45F6-B5245CA5-11796C8B|Rapture Metro Apartment|From Sinclair Solutions, please enjoy your new apartment in Rapture. As a valued Sinclair Solutions tester, we know you need a place to relax after trying out our new products. Remember to explore the space and see all that Rapture has to offer.|Scene-Entitlement|L
24F5461A-E7E14954-8DD17411-D3A3BC24|Anime Style|Anime fans, rejoice. A personal space for the otaku in all of us.|Scene-Entitlement|L
2519FAC0-18AA4FCB-A1214F6B-65F5F001|Summer House|An exclusive retreat set amongst the mountains and lakes. A perfect place to relax and unwind.|Scene-Entitlement|L
25D7BA23-D7EE47C1-80C5C244-A9BA124E|The Prairie Ranch|Git along little doggie. You cant call yourself a bona fide ranch owner until youve put your horse handling skills to the test. Groom and feed your horse the owners who take the best care of their horses are most richly rewarded. Includes  Horse care game with 7 in-game rewards 4 Exclusive Ranch rewards, 1 of which is also available to guests. This space is an Apartment.|Scene-Entitlement|L
264D8C56-07FF4310-96DE5B89-AC8AAF8B|Secret Base To Keep The Peace Yuma Cafe|At First Glance, The Cafe Looks Quaint, But Behind The Door Is A Secret Base Where Heroes Fight Evil Using The Most Advanced Scientific Power. Now, You Must Protect The Peaceful Earth From The Hands Of Evil.|Scene-Entitlement|L
287F383E-76304151-A60A94A1-37840CBD|Dream Adventure|Explore stunning tropical islands and discover hidden rewards aboard the Dream Adventure yacht. Leave the yacht on cruise and relax on the deck watching the world go by, or get active on the water craft or treasure hunting minigames. With 12 exclusive rewards.|Scene-Entitlement|L
28ADC591-B63448AC-B326E5DF-FC17A223|PlayStation Home Mansion - First Floor|Welcome to the PlayStation Home Mansion, an extravagant space filled with some of the rarest items around. On the first floor you ll find your mansion comes equipped with the best security money can buy  a live tiger. An Imperial staircase will lead you to the second floor while your kitchen comes fully stocked with gold appliances to fit your cooking needs and an adjacent dining room for you and your guests. Best of all, you ll be able to walk around while wearing your very own 100 % gold-virtual-thread lounge-wear that comes as a reward for purchasing the new space. And for an added bonus the PlayStation Home Mansion also allows for up to 5 gold rewards for each of your guests. Enjoy your time in the good life.|Scene-Entitlement|L
2935147C-2D4043C9-87E252B8-B960C809|Ghostbusters Firehouse|Own the Ghostbusters Firehouse HQ, a three floor personal space with ghost containment, garage office and living areas. Also included are a full-size Ecto-1, an interactive camera, a flying Slimer, PLUS exclusive furniture for your space.|Scene-Entitlement|L
29397063-00C041E6-96009BC5-5DD3D992|Moonlight Space|This is the personal space of peakvox ninja, Japanese lounge.|Scene-Entitlement|L
298D3979-079048B5-AA6E88E8-1BED6E70|MyGym Apartment|The luxurious MyGym apartment is perfect way to get in shape or relax after a hard day. Train your avatar on the built-in MyGym equipment  MyGym - Equipment - Weights Bench MyGym - Equipment - Stair Machine MyGym - Equipment - Cross Trainer MyGym - Equipment - Rowing Machine MyGym - Equipment - Running Machine MyGym - Equipment - Cycling Machine There are many ways to keep fit in the MyGym apartment, head to the weights room to build some muscle or find your centre in the yoga room. After your work out use the MySpa changing room to get into your swimming clothes then head to the sauna, hot tub or relax in the infinity pool with a beautiful view of the nearby tropical islands.|Scene-Entitlement|L
2A12CD40-E8D5450A-8E588773-4B37571B|Masquerade Ball - The Ballroom|The perfect personal space to host a lavish Masquerade Ball. Entertain your guests in this beautiful ballroom. Deck out your ballroom with the Masquerade Ball furniture range for extra authenticity.|Scene-Entitlement|L
2A1841E3-A5584FCF-82CE49E9-A6091868|Dolphy Room|A relaxing virtual space where you can raise and interact with your own Dolphy.|Scene-Entitlement|L
2A90AC9C-35EE4A9D-B9C2DA00-7B5BB1E8|Paris Clock Tower Apartment|Take a European vacation without ever leaving your living room. Enjoy a beautiful Parisian vista from the luxury of your loft style apartment located in an old clock tower.|Scene-Entitlement|L
2B21B916-5CA84F03-B40C2539-4AD5B055|Paradise at Sea Clubhouse|Explore the seven seas in style aboard the grandiose Paradise at Sea Clubhouse. With both a pool and hot tub located at the bow of the ship, you ll never tire of the soft summer rays giving you that perfect tan. Better yet, grab a drink at the bar inside and enjoy the day from the comfort of your own window side booth. The Paradise at Sea is a clubhouse where everyone is invited to join.|Scene-Entitlement|L
2B2AC754-5DA64B09-BC99CE7E-00D37FEF|Blueprint  Home|Blueprint  Home is an apartment that you can design, build and customise. You can tailor each aspect of your apartment including the walls, ceilings, floors, outer walls, windows, doorways, room sizes and positions, environment and skies, as well as place fantastic feature items in any rooms you like. Purchasing this apartment will give you access to the following content  n n * Blueprint  Home (Apartment) n * Blueprint  Home - Minimalist Style Pack n * Blueprint  Home - Classic Paint Style Pack n * Blueprint  Home - Idyllic Valley Environment n * Blueprint  Home - Paradise Island Environment n * Blueprint  Home - Blue Sky n * Blueprint  Home - Dusky Purple Sky n n All of the above items will become available in Blueprint  Home once purchased. Additional content sold separately.|Scene-Entitlement|L
2BB4A258-50C94E43-B9FF7F58-1D122B23|The London Pub|Located in London, England, the pub comes with its own fantastic darts game and high score tables, working beer pumps and a bunch of hidden surprises and rewards. Cheers.|Scene-Entitlement|L
2CAEDC62-04CF4895-9C54E738-35EBB888|LOOT s Space Apartment (Plugged-in)|Enjoy the luxury of the future with this three-story apartment with loft. Experience the expansive views of Earth, space and the LOOT Space Station. Watch jellyfish swim in the two-story aquarium located in the centre of the apartment. Relax in the aquatic meditation environment located on the bottom level. This wonderful personal space is also equipped with your own Space Apartment Remote Access (S.A.R.A.). With S.A.R.A. s help you can  View up to 5 different Twitter feeds on a news ticker and choose out of 8 screen locations to view your LOOT EOD. S.A.R.A. s also lets you control your environment with retractable ceiling, automated blinds and dynamic lighting options. In space, you couldn t ask for a better friend.|Scene-Entitlement|L
2CF5180D-20B04572-BB17FFC4-D452FAB6|Aurora Island|Your very own slice of Aurora - It is a place to relax and contemplate. Well, when Aurora isnt under attack.|Scene-Entitlement|L
2D6DFF7D-8DF84C06-9068E13C-AA514C49|Crystal Seashores Apartment|Crystal Seashores is a lavish waterfront home meant for those with extravagant lifestyles. A split staircase, open foyer, and backyard swimming pool are just footnotes when compared to the ocean view this home has to offer. Reward yourself and your friends with the exclusive Crystal Seashores Palm Tree, only available in the Crystal Seashores Apartment.|Scene-Entitlement|L
2D711676-E22C47FA-9AA3389B-7198F92E|Cubic Residence|Rooms on the north-west side of the flat, which resembles a cube, adjacent to the Home Square. The calm sea and soft sunlight below, and the calm room d cor with trees and stone, are a welcome break from the bustle of the square and will help you have a good time with your friends.|Scene-Entitlement|S
2E4992AD-AB924F85-829E80E8-CEB34064|Post Apocalypse Apartment|Part apartment, part fortress, this home will protect you from the hazards of the outside world.|Scene-Entitlement|L
2E7DCB48-B61C4304-AEF5532F-049E07AC|Paradise at Sea Apartment|Explore the seven seas in style aboard the grandiose Paradise at Sea Apartment. With both a pool and hot tub located at the bow of the ship, you ll never tire of the soft summer rays giving you that perfect tan. Better yet, grab a drink at the bar inside and enjoy the day from the comfort of your own window side booth.|Scene-Entitlement|L
2E962339-5B474D6B-B5330518-E9C24241|The Dream Yacht Clubhouse|Have the lifestyle you always dreamed of with the Dream Yacht from Figment. Three decks of opulent living, two hot tubs and 10 collectable rewards, plus an exclusive commerce point only available through the Dream Yacht. Live the dream.|Scene-Entitlement|L
2F08E187-A7EA4DD7-858B2968-C769DA9C|Silicon Lounge|This magical party space is the perfect solution to all your entertaining needs. Set in a secret desert location, the Silicon Lounge contains everything you need to host parties the likes of which PlayStation Home has never seen. Make a statement in this neon paradise, show off your moves on the interactive animated hexagonal dance floor or surprise your friends with luxurious gifts from the integrated Lockwood Gift Machine. And when you re all partied out, relax in the space s hidden underground chill-out snug if you can find it that is.|Scene-Entitlement|L
2F2DD20F-59284CB3-96234BB3-22CD5793|The Ranch House|Welcome to your very own ranch where the sun never sets. This huge plot of land comes with an open paddock, a peaceful pond, a spacious house for you to rest at after a long day at Red Rock Springs.|Scene-Entitlement|L
30354DAC-F0A44FCC-89C8621E-003A9BDA|Dream Island Clubhouse|Live the life you always dreamed of with Dream Island from Figment. Your very own secluded tropical island hideaway. Swim in the ocean, find the hidden cave and discover the islands vibrant wildlife to obtain rewards. Invite friends to visit you at the islands impressive condo or host a barbecue on your private pier. Live the dream.|Scene-Entitlement|L
304C0815-FC6546CD-932AF75D-15373378|Dream Hideaway Clubhouse|Enjoy the splendour of this exquisite woodland hideaway and relax in the luxurious surroundings . Youll also be able to collect 8 exclusive reward items, so why not treat yourself today?|Scene-Entitlement|L
31175539-761C4388-B4EFB946-1B8E4928|Penthouse In The City Of Flowers -From The Window Of The World-|Your Apartment Penthouse Is Located In The City Center Of Paris, Almost In The Center Of The Eiffel Tower And Arc De Triomphe. Life In Paris, The City Of Flowers, Starts Here.|Scene-Entitlement|L
316889B7-88BC4064-9641C189-6F0FC67E|The Windmill Apartment|The Windmill Apartment from nDreams is the perfect picturesque setting if you enjoy peace and quiet. Surrounded by green fields and great views from the top of the windmill, this is the perfect home away from home in PlayStation Home.|Scene-Entitlement|L
33229FDB-120042BB-8B13026E-4CD7EBF0|Dream Island|Live the life you always dreamed of with Dream Island from Figment. Your very own secluded tropical island hideaway. Swim in the ocean, find the hidden cave and discover the islands vibrant wildlife to obtain rewards. Invite friends to visit you at the islands impressive condo or host a barbecue on your private pier. Live the dream.|Scene-Entitlement|L
33B5B837-145C43C9-B5DEC937-2846B10E|French Chateau Apartment|Enjoy the summer in your new French Chateau. This stunning Chateau has a giant foyer and balcony, where you can bask in the light from your chandelier. But the real jewel is out back. Take a leisurely stroll in the courtyard, complete with perfectly manicured trees and bushes. All this natural beauty may inspire you to hang up some new art in your not so humble abode. Reward your guests with a French Chateau Painting, exclusive to the French Chateau personal space.|Scene-Entitlement|L
340CBF11-24864097-97A0991A-65010FF3|The Dragons Lair|Youve conquered the dragon so why not take up his lair as your own? The Dragons Lair is the perfect place to host your friends, show off your rewards or simply relax with your riches surrounding you.|Scene-Entitlement|L
