id|name|desc|category|thumbnail
0A2C6732-CA5F4051-98EEF52C-A3B481ED|Basement Lab Furniture Set|Peakvox Labs Assorted Basement Lab Furniture This Set Includes The Following Items. 4-legged Table (table) Stainless Steel Rack (storage Furniture) Barricade (chair) Cardboard White (cube) When Purchased, Each Item Will Be Added To The Appropriate Category.|Bundle-Furniture|S
0A6D3617-205E4DCA-AAAE5E87-10350BD8|The Outdoor Furniture Bundle|Includes the complete Outdoor Furniture collection Lawn Table, Lawn Chair, Padded Lawn Chair, Parasol, Lounge Chair, Padded Lounge Chair, and coffee table from your friends at Loot .|Bundle-Furniture|L
0A82CC6F-72344693-A838A540-72E26CE3|Decorative Japanese Furniture Set|Nostalgic Furniture Invoking Old-fashioned Japan This Set Contains The Following Items. Japanese Chest (storage Item) Decorative Shelf (storage Item) Stand (storage Item) Arranged Flowers (decorative Item) Hanging Landscape Scroll (frame wall-decorative Item) Items Are Added To Each Category After Purchase|Bundle-Furniture|L
0AF33064-A3BB4BFC-80C42010-11E0FCE2|x7 Bundle Volume 24|Get this exclusive bundle at great value, only available in x7. Includes Chrome Lounge Chair, Chrome Lounge Stool, Chrome Couch, Chrome Credenza, Chrome Desk, Chrome Lamp and Chrome Table.|Bundle-Furniture|L
0CD70975-A3324EB9-9F0FE172-4843F989|LOOT Studio Stage Set|Get ready to be a star. The Studio Stage set from LOOT is inspired by a real-life Sony Pictures professional sound stage where movies and television shows are produced. Gather your friends, choose your roles, whether it be Director, Art Director, Actor or Cinematographer and start shooting. The Studio Stage Set comes with unprecedented control over the lights, walls, floor, backdrops and camera system. With the use of the Studio Stage Sets retractable green and blue screens, in addition to Homes highly customizable avatars, clothing and furniture items, the possibilities are only limited by your imagination. Also included with the purchase of the Studio Stage set are the LOOT Active Light and the LOOT Active Camera, which allows you to shoot in any private space, save to your PlayStation 3 hard drive and upload to YouTube . Visit the LOOT store for a wide selection of Modular Bundles to turn your Studio Stage Set into an airplane, miniature city, spacecraft, talk show and more.|Bundle-Furniture|L
0D534BFD-DEB549B8-BFB3606C-33A0AFFB|Fossil Collection Plate Set (for Rhamphorhynchus)|A two plate set perfectly suited to mounting and displaying Rhamphorhynchus fossils. This set contains the following items. Antiquated Fossil Collection Plate (for Rhamphorhynchus) (Ornaments) Brand-new Fossil Collection Plate (for Rhamphorhynchus) (Ornaments) *When purchased, each item is added to the appropriate category.|Bundle-Furniture|L
0EE62489-413743E1-B63E96F8-5F0D2660|PODI Independence Day Fireworks Display Pack|PODI Independence Day Fireworks Display Pack This pack includes the following Pyrotechnic Overhead Display Interface (PODI) PODI Fuses Divine Display PODI Fireworks This box contains o Bombette Burst - A powerful green explosion o Jet o Gold - A sustained fountain of sparkling gold o Kissin the Sky - A cloud of tiny, delicate crosses o Rising Horizon - Glaringly bright flash dogged by a plume of green smoke o Ready-Steady-Go - Traffic lights in the sky Red, White and Blue PODI Fireworks This box contains o Old Glory Blue - Three blue explosions in quick succession o The Patriot - Red, white and blue bursts of light o By George.- A blindingly bright white triple flash o Tricolore Core - A red, white and blue halo with an explosive centrepiece o Stars and Lights - Stripes of red and blue followed by white sparkles o Liberty Rockets - Three red explosions in quick succession Use fuses to introduce pauses to your display and give fireworks a delay before they are launched. Important PODI Fireworks can only be used in conjuction with the Pyrotechnic Overhead Display Interface Active Object.|Bundle-Furniture|L
0EF48DAD-EAD2478F-B8FCE346-DC4333C6|Japanese Room Divider Set|Set Featuring Furniture Loved By Those Who Have Mastery Over Space This Set Includes The Following Items. Gold Leaf Folding Screen (decorative Item) Sakura Folding Screen (decorative Item) Landscape Folding Screen (decorative Item) Keyaki Partitioning Screen (decorative Item) Folk Art Partitioning Screen (decorative Item) Wooden Lattice Partitioning Screen (decorative Item) Items Are Added To Each Category After Purchase|Bundle-Furniture|L
0FCA7649-CF724795-A1849F7D-3CCE9C90|LOOT Industries Office Bundle|With the LOOT Industries Office Bundle you get the cubicle walls, desk, desk chair, computer, Mini-fridge, phone, printer, Photo Frame, Flower Vase, Red Stapler, Water cooler, waste paper basket, reception chair and two reception desks. Exclusive to this Bundle you ll get the Photo Copier. Feel free to sit on it. Now you can work from home in HOME.|Bundle-Furniture|L
106ADFBE-3AFE4D7C-83D9DF74-76050A3C|Japanese sweets 6-piece set|A 6-piece set including both Nerikiri sweets, Daifuku sweet, Yokan jelly, Kudzu manju and Rakugan sweets. This set includes the following items - Nerikiri sweet, flower (Decoration) - Nerikiri sweet, leaf (Decoration) - Daifuku sweet (Decoration) - Yokan jelly (Decoration) - Kudzu manju sweets (Decoration) - Rakugan sweets (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
11264BEB-CF1E4966-BA24BD07-648451DB|Idea - Modular Sofa - Bundle - Red|This bundle is for the complete red sofa and comes with all six objects. 1. Double Seat 2. Left End Seat 3. Right End Seat 4. Corner Seat 5. Single Seat 6. Footstool|Bundle-Furniture|L
11EAD8CB-3AC94818-8E3944E9-CCBED5E3|DIY Racer (all cars)|DIY Racer is a fun mini-game that turns your apartment into an exciting race track. Use your existing furniture or our specially designed furniture to create jumps, bridges, and tunnels to create the coolest track you can imagine. Invite your friends and race against them on the track that you designed. Do tricks to unlock some cool stuff. This bundle of mini-games includes all the available RC cars - Cardboard RC Car - Hotrod Car - Silver Car - Blue Car - Yellow Car - Pink Car|Bundle-Furniture|L
122BBFD4-C8824A22-B7029A2F-EE4A3C12|Gardenia ikebana 2-piece set|A 2-piece set that includes gardenia flowers arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with gardenia arrangement (Decoration) - Ceramic vase with gardenia arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
123F5FE8-E7DF4F7F-9CDF2FC7-A2E0805E|Tree peony ikebana 2-piece set|A 2-piece set that includes peonies arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with peony arrangement (Decoration) - Ceramic vase with peony arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
13CAD620-8A2E4165-9BEDF35B-9608A640|Modern Furniture Black Bundle|Includes the black versions of the Modern sofa, corner sofa, ottoman and chair from your friends at Loot .|Bundle-Furniture|L
1401DB1D-C3464D8F-A521C3D4-5948ACCF|Paris Modern Furniture Set|Its all the Modern furniture, collected into one specially-priced bundle.|Bundle-Furniture|L
1451179D-61354AE2-B79FDC91-6C736F5A|Christmas rose ikebana 2-piece set|A 2-piece set that includes Christmas roses arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with Christmas rose arrangement (Decoration) - Ceramic vase with Christmas rose arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
1497EE0A-E24A4A19-8A3E7B4B-0E251845|Name In Lights Jumbo Cosmic Bundle|This bundle has everything you need to spell out your name or create a message for your friends in a gorgeous font style. This bundle includes the following ornaments * Name In Lights Jumbo A (Cosmic) * Name In Lights Jumbo B (Cosmic) * Name In Lights Jumbo C (Cosmic) * Name In Lights Jumbo D (Cosmic) * Name In Lights Jumbo E (Cosmic) * Name In Lights Jumbo F (Cosmic) * Name In Lights Jumbo G (Cosmic) * Name In Lights Jumbo H (Cosmic) * Name In Lights Jumbo I (Cosmic) * Name In Lights Jumbo J (Cosmic) * Name In Lights Jumbo K (Cosmic) * Name In Lights Jumbo L (Cosmic) * Name In Lights Jumbo M (Cosmic) * Name In Lights Jumbo N (Cosmic) * Name In Lights Jumbo O (Cosmic) * Name In Lights Jumbo P (Cosmic) * Name In Lights Jumbo Q (Cosmic) * Name In Lights Jumbo R (Cosmic) * Name In Lights Jumbo S (Cosmic) * Name In Lights Jumbo T (Cosmic) * Name In Lights Jumbo U (Cosmic) * Name In Lights Jumbo V (Cosmic) * Name In Lights Jumbo W (Cosmic) * Name In Lights Jumbo X (Cosmic) * Name In Lights Jumbo Y (Cosmic) * Name In Lights Jumbo Z (Cosmic) Upon purchase, all items will be added to their corresponding categories.|Bundle-Furniture|L
15A950E9-6D8B48DA-90919A4A-EB6DA581|Bluebell ikebana 2-piece set|A 2-piece set that includes bluebells arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with bluebell arrangement (Decoration) - Ceramic vase with bluebell arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
1663715C-CDF54F26-98C02628-6947F711|The LOOT EOD TV Bundle|PLEASE READ BEFORE YOU PURCHASE Due to contractual and rights agreements, some EOD channels are nation specific. Crackle content is ONLY available in United States, Canada, United Kingdom, and Australia. RadioIO is ONLY available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one TV can be active at a time. The LOOT EOD will work in any private space, UNLESS the space comes with a video screen you cannot turn off. Can t decide on one size of the LOOT EOD TV? With this amazingly priced bundle you get 22 LOOT EOD TV - Flatscreen 40 LOOT EOD TV - Flatscreen 60 LOOT EOD TV - Flatscreen 80 LOOT EOD TV - Flatscreen 140 LOOT EOD TV - Flatscreen 240 LOOT EOD TV - Flatscreen LOOT Corner TV Stand LOOT Modern TV Stand  1 LOOT Modern TV Stand  2 LOOT 240 TV Stand LOOT TV Wall Mount (Free) You ll also get, exclusive to this bundle only 22 LOOT EOD TV - Wall Mounted 40 LOOT EOD TV - Wall Mounted 60 LOOT EOD TV - Wall Mounted 80 LOOT EOD TV - Wall Mounted 140 LOOT EOD TV - Wall Mounted 240 LOOT EOD TV - Wall Mounted So, invite your friends over and watch full-length movies, TV episodes, live shows and more in PlayStation Home. The LOOT Entertainment On Demand TVs will work in any private space unless the space comes with a video screen you can t turn off, it does not include streaming radio or audio-only content. So now, not only do you have to decide what to watch, but also how to watch it. So many options, so little time. )|Bundle-Furniture|L
180E3B25-9FD846CE-8C33C220-9D1BEAF6|LOOT City Building Bundle|Finally, LOOT has given you what you ve always wanted Building blocks so you can create tiny cities to terrorize with your own avatar monsters... Yes, we have been reading your diary. And with this bundle you get all 15 stackable pieces which includes the LOOTville Power Line - Exclusive only to the LOOT City Building Bundle.|Bundle-Furniture|L
1983118D-24074670-9B03D85F-796B72C1|LOOT Actives Bundle|Having a party? Then you need the LOOT Actives Bundle. You ll get the Active Searchlight, Fog Machine and Grandfather clock for one LOW price. If you own the LOOT Space Apartment or the Sunset Yacht, you ll get a radical 50% discount.|Bundle-Furniture|L
1A904A32-D93C4777-8C976D68-779EF182|Easter Egg Furniture Set (Stripe)|Easter Egg Furniture Set (Stripe) This Set Includes The Following Items This Set Includes The Following Items. Easter Egg (Stripe No1) (Decoration) Easter Egg (Stripe No2) (Decoration) Easter Egg Wall Hanging (Stripe) (Picture Wall Hanging Decoration) When Purchased, Each Item Will Be Added To The Appropriate Category.|Bundle-Furniture|S
1AA0067A-855D4A85-B2FA4D01-263F08C0|Cherry Blossom Tree - 5-Piece Set|A set made from large cherry blossom trees. This 5-piece set includes 2 types of blooming cherry blossom trees, a tree trunk, and a tree trunk divided into upper and lower items. Note This Cherry Blossom tree ensemble is not designed for low-ceiling apartments. This set includes the following items - Cherry Blossom Tree, Blossoming (Forked Branches) (Ornaments) - Cherry Blossom Tree, Blossoming (Full Bloom) (Ornaments) - Cherry Blossoming Tree, Trunk (Upper) (Ornaments) - Cherry Blossoming Tree, Trunk (Lower) (Ornaments) - Cherry Blossoming Tree, Trunk (Upper + Lower) (Ornaments) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
1B4CAF97-DCAA4B5A-989D0C70-6DAA32EC|Table Set Of Feast|Recreated The Table Of The Planta Kings. It Seems That Roasting A Whole Young Bird Was A Standard Feast. This Content Includes The Following Items Table Of The Feast Table Sturdy Chair Chair When Purchased, Each Item Will Be Added To The Corresponding Category.|Bundle-Furniture|S
1B5C3F8B-A71042DB-A95288EA-87C41E2D|Fossil Collection Plates Set (for coral)|A 2-piece set of collection plates for displaying coral fossils. This set contains the following items - Old Fossil Collection Plate (for coral)(Decoration) - Brand New Fossil Collection Plate (for coral)(Decoration) * Upon purchase, each item in the applicable category will be added.|Bundle-Furniture|L
1B6158B3-FB1A4A38-A0D5B08D-FE386BFE|Fossil Collection Plates Set (for footprints)|A 2-piece set of collection plates for displaying footprint fossils. This set contains the following items - Old Fossil Collection Plate (for footprints)(Decoration) - Brand New Fossil Collection Plate (for footprints)(Decoration) * Upon purchase, each item in the applicable category will be added.|Bundle-Furniture|L
1B9FD1C1-45DE44BC-9AEA740C-78A94057|Wakamatsu And Senryo Ikebana 2-piece Set|Two Sets Of Wakamatsu And Senryo Ikebana, One In A Bamboo Bowl And One In Ceramic. This Set Includes The Following Items For Customizing Your Private Lounge Wakamatsu And Senryo In Bamboo Vase decoration Wakamatsu And Senryo In Ceramic Vase decoration When Purchased, Each Item Will Be Added To The Appropriate Category In The Customize Private Lounge Section.|Bundle-Furniture|S
1BF3290C-E58047BF-95BA8CE5-4A252B13|Sneak Attack Sound Bank Bundle|This Sneak Attack Sound Bank Bundle includes all three sound banks Gas Attack, Scream Machine, and TNT Time at a significantly reduced price.|Bundle-Furniture|L
1BFA1C50-9655471F-8DF4CB91-F555525B|Two-piece Iris Flower Arrangement Set|Two Sets Of Irises, One In A Bamboo Bowl And One In Ceramic. This Set Includes The Following Items For Customizing Your Private Lounge Iris In Bamboo Vase Decoration Iris In Pottery Decoration When Purchased, Each Item Will Be Added To The Appropriate Category In The Customize Private Lounge Section.|Bundle-Furniture|L
1C07CD02-B1E94224-B84B1CE2-AA6F2BB0|Cooling Set (Pattern 1)|A Small Item Set For Placement To Make You Feel Summer. This Set Contains The Following Items. Straw Mat (Pattern 1) (rug) Cushion (Pattern 1) (rug) Mosquito Coil (Pattern 1) (decorative Item) Items Are Added To Each Category After Purchase.|Bundle-Furniture|L
1C5E3F0C-5AD449D1-A377DC82-A9D03B34|Name In Lights Glow Bundle|This bundle has everything you need to spell out your name or create a message for your friends in a gorgeous font style. This bundle includes the following ornaments * Name In Lights A (Glow) * Name In Lights B (Glow) * Name In Lights C (Glow) * Name In Lights D (Glow) * Name In Lights E (Glow) * Name In Lights F (Glow) * Name In Lights G (Glow) * Name In Lights H (Glow) * Name In Lights I (Glow) * Name In Lights J (Glow) * Name In Lights K (Glow) * Name In Lights L (Glow) * Name In Lights M (Glow) * Name In Lights N (Glow) * Name In Lights O (Glow) * Name In Lights P (Glow) * Name In Lights Q (Glow) * Name In Lights R (Glow) * Name In Lights S (Glow) * Name In Lights T (Glow) * Name In Lights U (Glow) * Name In Lights V (Glow) * Name In Lights W (Glow) * Name In Lights X (Glow) * Name In Lights Y (Glow) * Name In Lights Z (Glow) Upon purchase, all items will be added to their corresponding categories.|Bundle-Furniture|L
1E02A9DA-58A84664-971A5DC2-CFB3D951|Tropical palm tree - 4 piece set|Put the 4 pieces of this set together to make a large palm tree. This set includes the following items - Tropical palm tree - Piece I (Decoration) - Tropical palm tree - Piece II (Decoration) - Tropical palm tree - Piece III (Decoration) - Tropical palm tree - Piece IV (Decoration) Note This tropical palm tree ensemble is not designed for low-ceiling apartments. * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|S
1F309A3D-45EB4582-9EDE354D-9E6D4C4B|Float Bag Mat-type Set (Blue)|Two-piece Set Of Mat-type Float Bags For Floating In The Ocean. This Set Includes The Following Items Floating Bag Mat-type (blue For One Person) Decoration Floating Bag Mat-type (blue For Two People) Decoration When Purchased, Each Item Will Be Added To The Corresponding Category.|Bundle-Furniture|L
20023AFD-ECC24DA3-B75C92A4-4E4529DB|nDreams Chopper Chairs Bundle|nDreams is proud to introduce this great value for money bundle including all of the nDreams Choppers Chairs. This bundle includes * nDreams Chopper Chair - Original (Camouflage) * nDreams Chopper Chair - Original (Flame) * nDreams Chopper Chair - Original (Black and Red) * nDreams Chopper Chair - High Rise (Flame) * nDreams Chopper Chair - High Rise (Stripes) * nDreams Chopper Chair - High Rise (Yellow) * nDreams Chopper Chair - Lo-Rider (Flame) * nDreams Chopper Chair - Lo-Rider (Patriot) * nDreams Chopper Chair - Lo-Rider (Pink) Upon purchase, all items will be added to their corresponding categories.|Bundle-Furniture|L
222A0955-3A994067-9AFAD9BC-DE876549|Airset|Indoor And Outdoor Equipment Set Items This Set Includes The Following Items Air Conditioner (framed Wall Decoration) Outdoor Unit (decoration) Each Item Will Be Added To The Appropriate Category When Purchased.|Bundle-Furniture|S
22B09200-EC7C42AC-94DDE488-D694AF6F|x7 Bundle Volume 5|Get this exclusive bundle at great value, only available in x7. Includes Animated Birthday Cake, Animated Cupcake with Sparkler, Animated Butterfly Decoration, Animated Bird with Cage, Active Item - Alien Spaceship and Animated Koala in a Tree.|Bundle-Furniture|L
2360A6BC-CCFA45FF-BCF07CB6-2C766A5B|Japanese sweets 6-piece set|A 6-piece set including both Nerikiri sweets, Daifuku sweet, Yokan jelly, Kudzu manju and Rakugan sweets. This set includes the following items - Nerikiri sweet, flower (Decoration) - Nerikiri sweet, leaf (Decoration) - Daifuku sweet (Decoration) - Yokan jelly (Decoration) - Kudzu manju sweets (Decoration) - Rakugan sweets (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
23A8F564-13BE4E7B-891E406E-686B703D|Gardenia ikebana 2-piece set|A 2-piece set that includes gardenia flowers arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with gardenia arrangement (Decoration) - Ceramic vase with gardenia arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
23E549C7-F86045E2-92BB42C5-B2A723B7|Chocolate Chess Set|Chocolate Chess Set This Set Includes The Following Items. Chocolate Chess Board (rug) Chocolate Chess Board Frame (rug) Chocolate Chess Board Melted Frame (rug) Chocolate Chess Piece King (bitter white) (decoration) Chocolate Chess Piece Queen (bitter white) (decoration) Chocolate Chess Piece Knight (Bitter White) (Decoration) Chocolate Chess Piece Rook (Bitter White) (Decoration) Chocolate Chess Piece Pawn (Bitter White) (Decoration) When Purchased, Each Item Will Be Added To The Appropriate Category.|Bundle-Furniture|S
23FFDF47-89FE4C63-A34E1418-7C5C7753|Fossil Collecting Plate Set (for Shells)|Two Sets Of Collecting Plates That Can Fit And Display Shell Fossils. This Set Includes The Following Items Old Fossil Collecting Plate (for Shells) (decoration) Brand New Fossil Collecting Plate (for Shells) (decoration) When Purchased, Each Item Will Be Added To The Corresponding Category.|Bundle-Furniture|L
242FA023-70D24EBA-83BEBCE1-EAE18908|Tree peony ikebana 2-piece set|A 2-piece set that includes peonies arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with peony arrangement (Decoration) - Ceramic vase with peony arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
248E4FFD-157F4CC1-8717ACD1-0B97D558|LKWD Venue Customization Pack - Drey|Unlocks further customisation options within the LKWD Venue Apartment. Important LKWD Venue Customisation Packs can only be used in conjuction with the LKWD Venue Apartment.|Bundle-Furniture|L
2505F905-B1C64EED-A74149D5-4BB2DD3E|LKWD Venue Customization Pack - Stitchkins|Unlocks further customisation options within the LKWD Venue Apartment. Important LKWD Venue Customisation Packs can only be used in conjuction with the LKWD Venue Apartment.|Bundle-Furniture|L
25B48F70-181848FF-895A1869-B7B5246C|Christmas rose ikebana 2-piece set|A 2-piece set that includes Christmas roses arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with Christmas rose arrangement (Decoration) - Ceramic vase with Christmas rose arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
25BCE6CB-970C4748-83699CB5-3E936314|Natural Interior Set|This Three-piece Set Includes Two Types Of Wood Chests And Interior Lights, Perfect For An Everlasting Summer Cottage. This Set Includes The Following Items Wood Chest (2-drawers, Dark Brown) Decoration Wood Chest (3-drawers, Natural) Decoration Interior Light (bamboo) Lighting Fixture When Purchased, Each Item Will Be Added To The Corresponding Category.|Bundle-Furniture|S
261A8FB4-B7CA49CC-A2D8600E-2E23DAC5|Bluebell ikebana 2-piece set|A 2-piece set that includes bluebells arranged in bamboo and ceramic vases. This set includes the following items - Bamboo vase with bluebell arrangement (Decoration) - Ceramic vase with bluebell arrangement (Decoration) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
26490090-690A40EE-978F8469-90CD3409|Macaron Chair Set|Macaron Chair Set This Set Includes The Following Items. Macaron Chair (Strawberry) (Chair) Macaron Chair (Vanilla) (Chair) Macaron Chair (Chocolate) (Chair) Macaron Chair (Pistachio) (Chair) Macaron Chair (Blueberry) (Chair) Macaron Chair (Citron) (Chair) When Purchased, Each Item Will Be Added To The Corresponding Category.|Bundle-Furniture|S
2849AB81-89BB4A84-89ECC071-20EBB6E4|Bundle race-track construction kit|Build your own race tracks in any private space with this bundle containing 5 different sections a start piece, a straight section, a turn, a bump, and a junction. The 5 elements come as flooring furniture that you can place wherever you like in your apartment or clubhouse. Design the race track of your dreams, equip your favourite locomotion object and challenge your friends to a race.|Bundle-Furniture|L
297213FA-4951487E-9864158E-EF68B5DA|Ultimate Racing Bundle|Use these twenty three furniture items to show your inner love for cars. * Contender Stock Car - Red * Contender Stock Car - Black * Contender Stock Car - Purple * Contender Stock Car - Blue * Start Finish Gate * Steering Wheel Clock * Race Car Desk * Racing Chair * Racing Couch * Engine Coffee Table * Engine End Table * Bug Car Couch - Black * Bug Car Couch - Blue * Bug Car Couch - Green * Bug Car Couch - Pink * Bug Car Couch - Red * Bug Car Couch - Yellow * Bug Car Chair - Black * Bug Car Chair - Blue * Bug Car Chair - Green * Bug Car Chair - Pink * Bug Car Chair - Red * Bug Car Chair - Yellow|Bundle-Furniture|L
2A5F0BE0-8970447E-BF7B3F24-69F4D31A|Lucky Set 1 (Furniture)|How about an apartment with furniture in the urban side? (Lucky Set 1 contains different 6 items including special New Year Tiger T-shirt.) **IMPORTANT NOTICE** This Lucky Set may contain the items you have already purchased. Only the item which is not yet purchased is added to your wardrobe and same purchased item will not appear in the wardrobe twice . Purchased Lucky Set are not refundable, transferable or exchangeable, and cannot be redeemed for cash or credit.|Bundle-Furniture|S
2ADF598F-B7904B8A-8964B353-D3412C07|Mad Scientist Starter Kit|The power. The power. The oooh, the floor lights up. With this Mad Scientist Starter Kit from LOOT you get Gograk s light up wall and floor pieces as well as the Ghostbusters Computer Console 1 and bundle exclusive Console 2. Start working on your evil laugh.|Bundle-Furniture|L
2CA4BE1A-3B044470-9F26450A-137A8210|Summer Japanese Sweets 6-piece Set|Summer Image Japanese Sweets 6-piece Set. This set includes the following items - Nerikiri - Aokaede (Ornaments) - Minazuki (Ornaments) - Wakaayu (Ornaments) - Maccha Ice Cream (Ornaments) - Mizuyokan (Ornaments) - Summer Orange Jelly (Ornaments) * Upon purchase, each item will be added to the applicable category.|Bundle-Furniture|L
