id|name|desc|category|thumbnail
0AD31631-1D3D45EB-8BF9AF6D-456C7B4A|22 LOOT Gold EOD TV - Flatscreen|For gamers who have it all, here is a special edition gold EOD TV that lets you watch full length movies, TV episodes, live shows and more with your friends in PlayStation Home. The LOOT Entertainment On Demand TV will work in any private space unless the space comes with a video screen you can t turn off, it does not include streaming radio or audio-only content. Now all you need to do is invite your friends over, pull out the popcorn and make the most important decision of all What will you watch first.? PLEASE READ BEFORE YOU PURCHASE Due to contractual and rights agreements, some EOD channels are nation specific. Crackle content is ONLY available in United States, Canada, United Kingdom, and Australia. RadioIO is ONLY available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one TV can be active at a time. The LOOT EOD will work in any private space, UNLESS the space comes with a video screen you cannot turn off.|Furniture-Appliance|L
0ADDEF74-A732487E-9DE97221-AAC9625A|Lunar Lander Cocktail Cabinet|Ataris Lunar Lander arcade game in table top form. Lunar Lander 2012 Atari Interactive Inc. All Rights Reserved. Lunar Lander is a trademark owned by Atari Interactive Inc. FOCAL Emulation Technology 2009-2012 Code Mystics Inc.|Furniture-Appliance|L
0B12CD48-51304DAF-B8785DC6-31F5DDE4|Ghostbusters 80s Television Green Screen|A decorative non-funtional Ghostbusters prop for PlayStation Home personal spaces.|Furniture-Appliance|L
0B25F05D-B12B4356-891DB76F-B7FC0316|Darts Game|This fantastic Dartboard comes with 4 different game types. Play 301, 501, Round the Clock and Killer with up to 3 friends. Previously only available in The London Pub Apartment, this Dartboard can now be placed in any Personal Space - Bullseye.|Furniture-Appliance|L
0B3FA2A3-5F3E4530-8B79E24E-F945EA1F|Water Bed|A water bed that turns dreams into reality, whether you sleep alone or with someone else. *A gift from GZ gift|Furniture-Appliance|L
0B43F46B-EDB84DC6-A464FE08-22E2F8B1|Easter Basket|This active item contains a special gift for you and your friends.|Furniture-Appliance|L
0B951751-EA194FFD-87980D6E-6D001D7C|Sweetie Peep - Heavy Pet - Vavoom Violet|Sweetie Pie will melt your heart as your favorite new Peep. Bring Sweetie Pie with you into your apartment and let the fun begin. Control her with custom animations and special Peep moves.|Furniture-Appliance|L
0C3B6092-33BA4CE3-B35897CA-7B59021D|nDreams Clocks Victorian|A beautiful clock designed to place in your personal apartment. Time is set according to your PlayStation 3 settings. Note - This is an appliance.|Furniture-Appliance|L
0C6759B9-13534767-85BFCF7D-2F7D0CB7|LOOT Minibox|Fill the air with music. A must have for any private or clubhouse space - invite your friends over and get the party started. Enjoy endless streams featuring Pop, Rock, Dance, and Talk. The LOOT Radio delivers real music to the comfort of your PlayStation Home personal space. PLEASE READ BEFORE YOU PURCHASE Due to contractual and rights agreements, some channels are nation specific. RadioIO is only available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one radio or television can be active at a time. The LOOT Radio will work in any private space, UNLESS the space comes with a tv or radio you cannot turn off.|Furniture-Appliance|L
0C7057C4-1F9740F2-A721D0D6-4BED221C|DIY Racer (incl. Blue Car)|DIY Racer is a fun mini-game that turns your apartment into an exciting race track. Use your existing furniture or our specially designed furniture to create jumps, bridges, and tunnels to create the coolest track you can imagine. Invite your friends and race against them on the track that you designed. Do tricks to unlock some cool stuff. This mini-game includes the flaming blue RC car.|Furniture-Appliance|L
0CA0BFF6-04094837-AD6D9E91-45A20FF5|French Chateau Bed|This royal looking bed is a great choice for anyone. This is an active item.|Furniture-Appliance|L
0CF1F556-A3C645BC-82A29E68-31C8DD32|8 Bit Weapon|Play songs by the band 8 Bit Weapon. Inspired by classic video game soundtracks and electronic music from the 70s and 80s, 8 Bit Weapon delivers a sound that is as unique as it is original. Clever melodies, nostalgic atmosphere, and energetic beats create a decidedly modern sound while maintaining a fun, lo-tech aesthetic.|Furniture-Appliance|L
0DB076F0-04E2469C-BB855924-C078870E|3D Printer|Experience the latest in virtual-to-real technology with the VEEMEE 3D Printer. Place in your personal space and choose from a wide selection of exclusive virtual items to print out for you and your friends. VEEMEE 3D Printer Vouchers can be purchased from the printer or from the VEEMEE store.|Furniture-Appliance|L
0DBAAF80-F1FE473E-B31CB735-CBB1F8A7|Light Rig|Light Rig|Furniture-Appliance|S
0DE4872F-D6024A69-8EBC4912-862C42B5|GROW HOME Blue Delphinium|Grow your own plantlife and show off your green fingered skills.|Furniture-Appliance|L
0E6D3E3C-E93642EF-A55522B6-95E2E5B9|nDreams Luxury Hot Tub (Prestige)|This luxurious, beautifully sculpted hot tub is perfect for your apartment. Hang out with up to five people and choose from a variety of coloured lights to set the mood. This appliance uses 6 furniture slots.|Furniture-Appliance|L
0EA31107-DA1F47B2-AB8C7BB8-3C683615|The Love Tub|This heart shaped jacuzzi active item has room for 4 avatars. You can also customize the bubbles.|Furniture-Appliance|L
0EB9222F-0F4A410A-89271D55-4882BA47|Bird Perch|This active item livens up your apartment with animated birds.|Furniture-Appliance|L
0EBE7CDB-FF6B4C4A-A98C17BB-00876CAB|40 LOOT EOD TV - Wall Mounted|PLEASE READ BEFORE YOU PURCHASE Due to contractual and rights agreements, some EOD channels are nation specific. Crackle content is ONLY available in United States, Canada, United Kingdom, and Australia. RadioIO is ONLY available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one TV can be active at a time. The LOOT EOD will work in any private space, UNLESS the space comes with a video screen you cannot turn off. Watch full length movies, TV episodes, live shows and more with your friends in PlayStation Home. The LOOT Entertainment On Demand TV will work in any private space unless the space comes with a video screen you can t turn off, it does not include streaming radio or audio-only content. This bundle-exclusive wall mounted TV works with the FREE LOOT TV Wall Mount (found in the LOOT Store.) Simply hang the mount on the wall like a picture frame then hook your Wall Mounted EOD TV on it. Decorating has never been so easy.|Furniture-Appliance|L
0EDA3044-871E4196-879B295E-6FC74717|Escape Earth Mode Horde|Escape Virus Mode Horde Is An Arcade Cabinet Where You Can Play. You Can Get Home Reward If You Fulfill Certain Conditions.|Furniture-Appliance|S
0F284B1F-6ECB4785-A8500D2C-C8FBC6D2|Centipede Arcade Cabinet|Ataris Centipede arcade game in a full-sized classic arcade cabinet. Centipede 2012 Atari Interactive Inc. All Rights Reserved. Centipede is a trademark owned by Atari Interactive Inc. FOCAL Emulation Technology 2009-2012 Code Mystics Inc.|Furniture-Appliance|L
0F42B5B4-F6894C28-B65B4995-F62B55BF|Tumble Weed Cannon|The greatest item in a cowboys arsenal perfect for when your friend makes a terrible joke. This fantastic appliance will fire tumble weed across your apartment and help create a Wild West atmosphere with its great ambient sound effects.|Furniture-Appliance|S
1016B4BC-A0C44558-90E24029-8190457D|Lock-a-doodle|Lock-a-doodle is a fun social drawing game. Create Doodles for your friends to guess, accept random challenges from other players, or unlock Doodle Mode and doodle to your hearts content. The more Lock-a-doodle Doodle Packs you own, the more stickers, colors and shapes at your disposal for creating incredible works of art. Includes your first Doodle Pack for FREE.|Furniture-Appliance|L
101D4E13-153F4C56-B4A1A1D2-371B2B7A|Clusterpuck|Clusterpuck is an old-school arcade game designed for the next generation. This arcade cabinet comes with the Clusterpuck game, two awesome chip-step tracks by Bankai, and several rad prizes you can earn.|Furniture-Appliance|L
1038B1F1-D9F3480B-91125EB4-882567C7|Sneak Attack|This secret audio trigger system gives you the power to place 5 hidden triggers around your personal space to surprise your friends when they get near one. This free item comes with an elephant trumpeting track. Purchase more sound banks to add to your sneaky repertoire.|Furniture-Appliance|L
10AB3974-03674ECC-8A501243-177F3E64|TORO Woodgrain Heated Table|Dont flip it over, now.|Furniture-Appliance|L
10FC0E07-A660468D-A4DA91DB-0DC8EF0E|Werewolf Gravestone|Awarded to the community for recruiting 1,000,000 werewolves in Serenity Plaza.|Furniture-Appliance|L
1120A908-A27742FD-9DC57C0E-D5838C5E|The FREE LOOT Radio|This FREE version of the LOOT Radio only plays the LOOT Channel, use it in order to double check if this kind of active item is compatible with your favorite private space or club house. Then visit the store for the LOOT Radio Bundle, packed with nine different radio styles, including the exclusive LOOT Jukebox version. Due to contractual and rights agreements, some channels are nation specific. RadioIO is only available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one radio or television can be active at a time. The LOOT Radio will work in any private space unless the space comes with a video or audio screen you can t turn off.|Furniture-Appliance|L
1145B316-B2084297-B313485F-EADDD188|Personal Blackjack Table|Take The Casinos blackjack experience home with you with this personal table. All you have to do is place this active item in any space and you and your friends can see who can beat the dealer at his own game. Taken directly from the floors of Paradise Springs, this five player table will have your friends constantly knocking at your door. Each player starts out with a set amount of chips. If you run out then just sit back down and youll get a whole new set of holdings. Treat your friends to this endless blackjack experience. This is an animated active item.|Furniture-Appliance|L
11837619-BBE14BA4-9511F580-379727E3|Playground Boombox|Plays the music you find in the playground space.|Furniture-Appliance|L
1185F35D-DF3E40CA-AC738EE4-488533E3|Asteroids Cocktail Cabinet|Ataris Asteroids arcade game in table top form. Asteroids 2012 Atari Interactive Inc. All Rights Reserved. Asteroids is a trademark owned by Atari Interactive Inc. FOCAL Emulation Technology 2009-2012 Code Mystics Inc.|Furniture-Appliance|L
11985565-99E146EC-9503F44F-F779784E|Sodium Fuselage Active Object Bed|Who says reclaimed heavy metal cant be luxurious and blissfully comfortable? Rewarded for your impressive triangulation skills in the Sodium Blimp Personal Space.|Furniture-Appliance|L
11A5346E-71BE11E1-97EB0022-19291EC2|Modernist Double Bed - Organic (Active Object)|Clean modern lines with a touch of romance. Lockwood Beds are Active Objects with a realistic lie down animation, so lie back and relax on this dreamy, comfortable bed. Owners of the Cucumber Modernist Double Bed - Organic can purchase the Modernist Double Bed - Organic (Active Object) at a discounted price.|Furniture-Appliance|L
11A8AF10-579A40CF-883AD921-7C6AE366|Apartment Pets Kittens|See your apartment come to life with these fantastic free-roaming pets. For best results, try combining them with the other apartment pets now available from nDreams. This is an active item.|Furniture-Appliance|L
129054ED-A6B24BEE-AB3CF911-07070149|Magic Mushroom|Part of the MiniBot Grassland Terrain Pack.|Furniture-Appliance|S
12D36591-9E2E44D2-A22CB500-780AC0DB|Projector|A projector from the Loot home entertainment collection.|Furniture-Appliance|L
12F9791B-CF3744C5-999B30F5-7D917C19|TV|Exclusive high-definition TV taken from the Assassins Hideout.|Furniture-Appliance|L
1306D5AE-EC514074-ACF5562D-310EE603|Simple Picnic Table|This active item seats 6 avatars for a delightful picnic.|Furniture-Appliance|L
13125B7C-35F64B34-8717D44E-1A73E16D|Up-Chuck Peep - Heavy Pet - Pasty White|Up-Chuck is one wild and crazy guy and the life of every party. Bring Up-Chuck with you into your apartment and get the party started. You can control him with custom animations and special Peep moves.|Furniture-Appliance|L
144D13F7-EB574A85-8526A0C7-D1913709|LOOT Tiki Torch - Double|Light up the party with this tiki double-torch from LOOT Entertainment.|Furniture-Appliance|L
145130DB-C1A744C2-ADB31C89-FC6A2CFA|Reclining Deck Armchair|Deck armchair advanced furniture for laying down in various positions.|Furniture-Appliance|L
1453FE23-DFF5483F-A07BEFC4-122AC7C8|Magic Cauldron|Active Item - The Magic Cauldron can give you advice or even tell the future. You ask it yes or no questions about what you should do or what is going to happen. Then the cauldron will give you your answer.|Furniture-Appliance|L
14564B3F-0BA444C1-B5BC1539-4F793E37|Stainless Steel Stand Mixer|Get cooking with this interactive stand mixer.|Furniture-Appliance|L
1544E54F-4A124BFC-BC340525-5770C40E|Animated Snake in Terrarium|Sam the snake might not be the most popular pet, but thats only because he doesnt play well with other pets. Especially rodents.|Furniture-Appliance|L
161972EC-CA4441F1-96CD04DA-1270A899|Timepieces - Torsion Clock|Always know what the time is with this working clock. Exclusive to the VEEMEE 3D Printer. The time is automatically set using the time on your PlayStation 3. Active items provide more functionality than normal items. You may only place limited numbers of the active items in your apartment or clubhouse at any time.|Furniture-Appliance|L
166DEA16-6573473C-ABE94453-A58EEF19|Lamp of the Deluge|This active item will unleash an epic storm within your apartment.|Furniture-Appliance|L
167B79B9-A4044E6F-9DEE1E07-641B28D6|Ooblag|Played in casinos across the galaxy, the exciting dice game is now here for you to try. When you light up all the letters, dont forget to shout OOBLAG.|Furniture-Appliance|L
168E48CE-2C194B6B-BE15B739-2D1E68C6|Blueprint Punch Ball|Watch your avatar become a boxing pro with this fantastic active item. Watch as your avatar punches and weaves their way through a hard workout. This item is recommended for use with Blueprint Home but can be used in any personal space.|Furniture-Appliance|L
16A6DDCF-A49F4239-A4B08532-88CB2998|Mariachi Meercats|This active item creates a trio of Mariachi Meercats to entertain you.|Furniture-Appliance|L
16B85CF5-A31E4248-B2FDBE6C-A92E7DE9|Chim Peep - Heavy Pet - Red on White|More fun than a barrel of monkeys is Chim Peep. Dressed to the nines in his monkey suit, bring him into your apartment and get down to business. You can control him with custom animations and special Peep moves.|Furniture-Appliance|L
16C721B2-6F7040D6-B3436C12-3C6FB486|Prosthetic Records Boombox|Check out tracks from one of the worlds preeminent heavy metal labels, Prosthetic Records. Featured are the classic thrash metal sounds of HOLY GRAIL, from Los Angeles, California. This is the boombox for all you MetalHeads out there.|Furniture-Appliance|L
17A5E34E-CB9F47FB-85F5D294-02DB77B7|Timepieces - Ebony Grandfather Clock|Always know what the time is with this working clock. Exclusive to the VEEMEE 3D Printer. The time is automatically set using the time on your PlayStation 3. Active items provide more functionality than normal items. You may only place limited numbers of the active items in your apartment or clubhouse at any time.|Furniture-Appliance|L
17E7C0FC-095F48F0-973FDD10-484F103A|Bunny Den|This active item releases bunnies that wander around your apartment.|Furniture-Appliance|L
18068613-29CD4761-A4286CF1-86B67FC0|Thanksgiving Dining Table - Rustic - 10 Person|Whats Thanksgiving without the dinner? Entertain your friends and family in the privacy of your own personal space with the VEEMEE Thanksgiving Personal Dining Experience. Guests can receive up to 3 reward items. This table has 10 seats. Owning this table grants access to the Big Thanksgiving Dinner Table in Acorn Meadows Park. Active items provide more functionality than normal items. You may only place limited numbers of the active items in your apartment or clubhouse at any time.|Furniture-Appliance|L
1844E49F-109E4AF8-A655288B-D1F94797|Romantic Mood Vase|This active item allows you to place tea lights, roses and sprinkle rose petals to create the perfect romantic setting.|Furniture-Appliance|L
184B1B07-D2F74DE2-BFCAEAAB-2D6E0131|EmoRay BoomBox|Experience the original music from Emo Ray outside of the game with this Boombox. This BoomBox comes preloaded with Six Feet Down. You can earn the rest of the songs in the game by completeing the following tasks Complete Chapters 1-4 in Story mode to receive Wallflowers in Bloom Complete Mission Pack 1 and Mission Pack 2 to receive Love Hurts Complete Chapters 5-8 in Story mode to receive Change the World Complete Mission Pack 3 and Mission Pack 4 to receive Making Out Every track comes with vocals or the instrumental track from the game. Dont forget to check out the band who made these songs So Long Davey.|Furniture-Appliance|L
1865E768-EBD54172-920F987F-509C4377|Barons Eggcellent Plan (Active Object)|Lucy Goose just wants to sit on her nest in peace, but that naughty rabbit Baron von Eggenschtealer keeps running off with her eggs. Worse still, hes not even careful with them - he drops them everywhere. Will you collect them for her? Shes known to reward her helpers generously...|Furniture-Appliance|L
189D33F1-79B246F2-B401BD50-1470D3B0|Asteroids Arcade Cabinet|Ataris Asteroids arcade game in a full-sized classic arcade cabinet. Asteroids 2012 Atari Interactive Inc. All Rights Reserved. Asteroids is a trademark owned by Atari Interactive Inc. FOCAL Emulation Technology 2009-2012 Code Mystics Inc.|Furniture-Appliance|L
191D3DC5-2A554B9C-96B46068-5A030EA1|80 LOOT Gold EOD TV - Flatscreen|For gamers who have it all, here is a special edition gold EOD TV that lets you watch full length movies, TV episodes, live shows and more with your friends in PlayStation Home. The LOOT Entertainment On Demand TV will work in any private space unless the space comes with a video screen you can t turn off, it does not include streaming radio or audio-only content. Now all you need to do is invite your friends over, pull out the popcorn and make the most important decision of all What will you watch first.? PLEASE READ BEFORE YOU PURCHASE Due to contractual and rights agreements, some EOD channels are nation specific. Crackle content is ONLY available in United States, Canada, United Kingdom, and Australia. RadioIO is ONLY available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one TV can be active at a time. The LOOT EOD will work in any private space, UNLESS the space comes with a video screen you cannot turn off.|Furniture-Appliance|L
1973D908-EC7146C7-86CEDBF2-B0C4F633|White Tower Speaker|The White Tower Speaker from the Loot home entertainment collection.|Furniture-Appliance|L
1A8100DE-702B4E50-AB0F898F-5765BF16|Techno Peep - Heavy Pet - Robot Red|Move to the groove with Techno Peep. As the hottest gadget on the market, you can bring him into your apartment for hours of fun. You can control him with custom animations and special Peep moves.|Furniture-Appliance|L
1B0567CF-DFBE4BDA-BBFA203F-A4513470|Animated Rabbit|This tiny little fur balls name is Baxter, quiet and attentive, he hops around his small cage rummaging for food.|Furniture-Appliance|L
1B15ACB5-D956469D-811820F4-5A5E2DEA|Beach mat (Yellow)|Yellow mat for laying down in various poses. This is an advanced furniture item with added features and animations. The amount of items of this type that can be placed is limited.|Furniture-Appliance|L
1B6E65E5-8390492E-B5536444-054BC609|Beach chair (Wooden)|Wooden chair for laying down in various poses. This is an advanced furniture item with added features and animations. The amount of items of this type that can be placed is limited.|Furniture-Appliance|L
1B755292-4AF74467-95CA7C09-ED8C0CB2|Hammer Virus|This Arcade Cabinet Can Play Hammer Virus. You Can Get Home Reward If You Fulfill Certain Conditions.|Furniture-Appliance|S
1B7B6ABF-517340F7-BB2820BE-20ABEC84|MyKitchen - Toaster - Gloss Black|An interactive toaster for your kitchen. Exclusive to the VEEMEE 3D Printer. Active items provide more functionality than normal items. You may only place limited numbers of the active items in your apartment or clubhouse at any time.|Furniture-Appliance|L
1C4B7D20-05FC416E-8AE3B39D-C0370F8C|Holiday Decoration Kit|Get your space ready for the holidays with this decoration kit. Place up to 35 ornaments in any personal space for only 8 furniture slots.|Furniture-Appliance|L
1CB1A0FB-9CA94077-AE025DCC-8C83AABA|DIY Racer (incl. Silver Car)|DIY Racer is a fun mini-game that turns your apartment into an exciting race track. Use your existing furniture or our specially designed furniture to create jumps, bridges, and tunnels to create the coolest track you can imagine. Invite your friends and race against them on the track that you designed. Do tricks to unlock some cool stuff. This mini-game includes the hot silver RC car.|Furniture-Appliance|L
1CF4F279-61A64AA9-AA94AA77-6C18160D|Beach chair (Blue)|Blue chair for laying down in various poses. This is an advanced furniture item with added features and animations. The amount of items of this type that can be placed is limited.|Furniture-Appliance|L
1DCF4485-ABED49D7-A51742AD-5B0ED08D|Sample Arcade Cabinet|An arcade cabinet to be used when testing Arcade Game furniture.|Furniture-Appliance|L
1E9342C5-65D840C0-BE65EF30-22F28F0A|22 LOOT EOD TV - Wall Mounted|PLEASE READ BEFORE YOU PURCHASE Due to contractual and rights agreements, some EOD channels are nation specific. Crackle content is ONLY available in United States, Canada, United Kingdom, and Australia. RadioIO is ONLY available in the United States and Canada. In addition, due to rights issues, countries may not receive the same content selections within the channels. Only one TV can be active at a time. The LOOT EOD will work in any private space, UNLESS the space comes with a video screen you cannot turn off. Watch full length movies, TV episodes, live shows and more with your friends in PlayStation Home. The LOOT Entertainment On Demand TV will work in any private space unless the space comes with a video screen you can t turn off, it does not include streaming radio or audio-only content. This bundle-exclusive wall mounted TV works with the FREE LOOT TV Wall Mount (found in the LOOT Store.) Simply hang the mount on the wall like a picture frame then hook your Wall Mounted EOD TV on it. Decorating has never been so easy.|Furniture-Appliance|L
1EA9B126-1AE648A6-A6776F91-A6228701|Apartment Android Amber (Premium)|This flirty female android will ensure youre never alone in your apartment. Shell roam around, chat, and even react to some of your actions. Amber has additional sexy animations and some seductive small talk. This is an active item. Active items provide more functionality than normal items. You may only place limited numbers of the active items in your apartment or clubhouse at any time.|Furniture-Appliance|L
